,T10,T50,T90,N+A,C5NP,C5IP,C5N,C6NP,C6IP,C6N,C6A,C7NP,C7IP,C7N,C7A,C8NP,C8IP,C8N,C8A,C9NP,C9IP,C9N,C9A,C10NP,C10IP,C10N,C10A
4370,99.9,121,152.9,47.567,0.939,0.543,0.201,3.055,2.0580000000000003,4.633,0.727,5.94,5.236,11.316,3.539,6.472,6.68,7.835,5.701,4.185,8.389999999999999,5.896,4.263,1.883,6.231,1.529,1.9269999999999998
4371,100.1,121,154,47.489000000000004,0.97,0.5690000000000001,0.204,3.063,2.0639999999999996,4.651,0.723,5.928,5.2540000000000004,11.372,3.529,6.472,6.696,7.835,5.707,4.176,8.48,5.834,4.233,1.8569999999999998,6.1739999999999995,1.5050000000000001,1.896
4372,99.5,119.7,150.7,47.830999999999996,1.021,0.617,0.214,3.086,2.1910000000000003,4.709,0.695,5.921,5.176,11.785,3.51,6.57,6.725,8.102,5.771,4.169,8.309,5.844,4.101,1.705,5.9270000000000005,1.3989999999999998,1.7009999999999998
4373,97.8,117.8,146.3,47.830999999999996,1.021,0.617,0.214,3.086,2.1910000000000003,4.709,0.695,5.921,5.176,11.785,3.51,6.57,6.725,8.102,5.771,4.169,8.309,5.844,4.101,1.705,5.9270000000000005,1.3989999999999998,1.7009999999999998
4374,97.1,117.4,145.1,48.644999999999996,1.299,0.86,0.254,3.23,2.588,4.954,0.596,5.939,5.069,13.247,3.425,6.928,6.9270000000000005,9.016,5.976,4.16,7.95,5.748,3.584,1.1389999999999998,4.757000000000001,0.942,0.903
4375,97.8,116.8,145,48.721999999999994,1.378,0.921,0.262,3.266,2.668,4.993,0.589,5.939,5.053,13.431,3.422,6.956,6.933999999999999,9.128,5.986,4.142,7.8709999999999996,5.698,3.504,1.06,4.613,0.888,0.8210000000000001
4376,96.5,116.1,144.4,48.698,1.424,0.959,0.268,3.287,2.765,5.009,0.579,5.943,5.006,13.59,3.416,6.987,6.962,9.204,6.001,4.132,7.774,5.66,3.438,0.986,4.559,0.7929999999999999,0.7400000000000001
4377,96.3,116.5,144.5,48.639,1.455,0.979,0.27,3.307,2.797,5.014,0.574,5.968,5.029,13.631,3.413,6.996,6.975,9.229,5.991,4.129,7.795999999999999,5.636,3.405,0.9590000000000001,4.501,0.77,0.7060000000000001
4378,97.3,115.9,143.2,50.258,1.461,0.979,0.271,3.313,2.8120000000000003,5.014,0.575,5.978,5.037999999999999,13.682,3.422,7.009,6.992999999999999,9.843,5.993,4.126,6.128,6.656,3.382,0.9440000000000001,4.4670000000000005,0.737,0.683
4379,95.2,115.1,142.5,47.569,1.564,1.031,0.298,3.296,2.979,5.33,0.571,5.606,5.577,13.834,3.45,6.894,10.248000000000001,6.926,6.082,3.874,5.856999999999999,6.63,3.158,0.8340000000000001,4.268000000000001,0.683,0.6070000000000001
4380,94.5,114.5,141.6,53.539,1.649,1.075,0.322,3.273,3.13,5.645,0.571,5.214,4.499,15.575,3.488,6.757,6.465,11.015,6.18,3.631,5.598,6.621,2.947,0.757,4.013,0.6280000000000001,0.5469999999999999
4381,94.9,114.7,141.7,53.979,1.641,1.065,0.325,3.255,3.147,5.702,0.577,5.123,4.428999999999999,15.79,3.502,6.739,6.393999999999999,11.177,6.219,3.582,5.545,6.628,2.903,0.7390000000000001,3.961,0.617,0.5389999999999999
4382,94.8,114.5,140.8,53.708,1.642,1.069,0.323,3.258,3.132,5.663,0.567,5.18,4.46,15.667,3.487,6.771,6.444,11.107,6.216,3.622,5.608,6.606,2.925,0.739,3.9769999999999994,0.618,0.529
4383,95,114.9,141.9,53.772999999999996,1.653,1.0759999999999998,0.325,3.262,3.142,5.678,0.57,5.168,4.4559999999999995,15.693,3.491,6.758,6.425,11.125,6.208,3.607,5.568,6.622,2.915,0.7380000000000001,3.966,0.6160000000000001,0.53
4384,95.1,115.1,142.8,52.885000000000005,1.656,1.08,0.325,3.262,3.098,5.673,0.57,5.171,4.501,15.678,3.49,6.758,6.457,11.092,6.206,3.61,6.462999999999999,5.789,2.918,0.7370000000000001,3.9730000000000003,0.6180000000000001,0.526
4385,96.5,115.3,142.1,52.79399999999999,1.655,1.08,0.324,3.261,3.137,5.663,0.572,5.182,4.463,15.648,3.496,6.764,6.461,11.08,6.209,3.617,6.476,5.739,2.925,0.7390000000000001,3.9769999999999994,0.6160000000000001,0.522
4386,94.9,115.4,142.9,52.587999999999994,1.627,1.061,0.319,3.259,3.105,5.615,0.567,5.249,4.502000000000001,15.528,3.483,6.801,6.489,11.024,6.196,3.662,6.5040000000000004,5.754,2.948,0.748,4,0.619,0.5349999999999999
4387,103.9,120.9,144.6,37.043000000000006,0.42200000000000004,0.273,0.082,3.167,1.43,2.882,0.439,9.246,6.561,8.324,3.076,9.211,9.287,6.076,7.03,6.259,10.344999999999999,4.525,3.691,0.8510000000000001,5.624999999999999,0.554,0.364
4388,103.5,120.7,144.3,36.897000000000006,0.41500000000000004,0.269,0.08,3.177,1.4249999999999998,2.85,0.443,9.286,6.5840000000000005,8.216,3.068,9.209,9.3,6.011,7.1,6.31,10.401,4.503,3.707,0.8440000000000001,5.625,0.552,0.367
4389,106.6,122.1,145.4,31.877000000000002,0.019999999999999997,0.013999999999999999,0.006,3.183,0.916,1.963,0.41,10.626,7.298,5.841,2.961,9.995,10.384,4.683,6.927,7.22,11.372,4.241,4.001,0.836,5.982,0.502,0.342
4390,106.2,121.8,144.6,30.945999999999998,0.009999999999999998,0.006,0.004,3.264,0.952,1.971,0.38,10.798,7.395,5.862,2.944,10.173,10.558,4.716,6.068,7.318,11.572,4.278,3.919,0.8150000000000001,5.928,0.494,0.31
4391,106.7,121.9,145,30.939,0.007,0.004,0.004,3.306,0.951,1.984,0.374,10.875,7.461,5.878,2.949,10.243,10.606,4.909,5.91,7.306,11.4,4.27,3.86,0.785,5.832,0.491,0.31
4392,106.7,121.9,145.2,30.673,0.004,0.003,1.97,3.264,0.936,5.865,2.934,10.829,7.42,4.898,6.005,10.21,10.718,4.258,3.919,7.268,11.306,0.502,0.322,0.839,5.899,0,0
4393,106.8,122.3,145.7,31.495,0.002,0.001,0.003,3.224,0.914,1.949,0.369,10.729,7.35,5.82,2.907,10.102,10.485,4.722,6.738,7.177,11.358,4.212,3.932,0.875,6.037,0.51,0.333
4394,106.4,123,146.7,32.366,0.024,0.016,0.007,3.102,0.876,1.959,0.415,10.495,7.2459999999999996,5.883,2.962,9.896,10.289,4.74,7.185,7.121,11.279,4.213,4.103,0.9,6.173,0.52,0.379
4395,106.7,122.7,145.3,32.259,0.018000000000000002,0.012,0.006,3.146,0.895,1.952,0.4,10.562,7.255000000000001,5.84,2.941,9.953,10.33,4.693,7.383,7.127,11.278,4.192,4.005,0.87,6.015999999999999,0.505,0.342
4396,106.5,122.9,146.4,31.926000000000002,0.008,0.005,0.004,3.153,0.89,1.928,0.368,10.629,7.265000000000001,5.782,2.885,10.023,10.389,4.698,7.243,7.183,11.336,4.191,3.974,0.878,6.058,0.512,0.341
4397,106.8,122,144.4,31.576999999999998,0.008,0.005,0.004,3.169,0.895,1.938,0.362,10.692,7.305000000000001,5.808,2.908,10.068,10.439,4.718,6.728,7.225,11.376,4.226,4.022,0.887,6.101,0.516,0.347
4398,106.3,122.3,146.3,31.499000000000002,0.012,0.009999999999999998,0.004,3.198,0.911,1.956,0.367,10.71,7.337000000000001,5.823,2.972,10.05,10.435,4.666,6.536,7.212,11.405000000000001,4.22,4.095,0.887,6.127,0.51,0.35
4399,106.2,121.7,144.4,30.786,0.013000000000000001,0.008,0.005,3.249,0.9430000000000001,1.982,0.361,10.795,7.405,5.894,2.915,10.141,10.535,4.748,5.755,7.296,11.509,4.279,3.992,0.882,6.1259999999999994,0.517,0.338
4400,105.9,121.5,144.6,30.789,0.015,0.009,0.005,3.234,0.948,1.976,0.36,10.773,7.393,5.896,2.913,10.153,10.546,4.786,5.733,7.313,11.543999999999999,4.293,3.978,0.875,6.122999999999999,0.516,0.333
4401,106.1,121.5,144.2,30.812,0.015,0.009,0.005,3.235,0.948,1.977,0.361,10.783,7.399,5.901,2.917,10.156,10.551,4.789,5.734,7.307,11.533,4.309,3.972,0.873,6.1049999999999995,0.514,0.333
4402,106.4,121.9,144.9,30.799,0.015,0.01,0.005,3.246,0.953,1.982,0.372,10.78,7.404,5.9,2.919,10.14,10.537,4.757,5.731,7.303,11.526,4.309,3.974,0.873,6.106999999999999,0.516,0.334
4403,106.5,122,145.4,30.866,0.016,0.01,0.005,3.239,0.952,1.98,0.365,10.7789,7.402,5.903,2.917,10.15,10.548,4.843,5.731,7.305,11.482000000000001,4.31,3.968,0.872,6.102999999999999,0.513,0.331
4404,106.4,122.2,145.7,31.047,0.011,0.008,0.004,3.246,0.926,1.98,0.371,10.787,7.388,5.876,2.932,10.122,10.503,4.821,5.896,7.277,11.378,4.268,4.041,0.895,6.141,0.517,0.341
4405,105.7,121.9,145.3,31.869,0.09000000000000001,0.06,0.019,3.247,1.035,2.152,0.379,10.544,7.263999999999999,6.349,2.95,10,10.323,5.067,5.808,7.122,11.227,4.343,3.942,0.877,6.034,0.516,0.344
4406,103.6,120.9,144.7,35.229,0.41300000000000003,0.271,0.076,3.285,1.4189999999999998,2.81,0.417,9.633,6.779,8.034,3.047,9.469,9.578000000000001,5.913,5.788,6.507,10.582,4.517,3.709,0.8579,5.701999999999999,0.561,0.357
4407,102.6,120.1,145.4,37.315000000000005,0.5860000000000001,0.385,0.109,3.287,1.639,3.191,0.435,9.07,6.469,9.026,3.102,9.153,9.110000000000001,6.378,5.833,6.162,10.296,4.672,3.593,0.8460000000000001,5.476000000000001,0.594,0.382
4408,102.7,119.9,144.6,36.7,0.543,0.358,0.101,3.285,1.5739999999999998,3.107,0.43,9.203,6.529,8.802,3.084,9.241,9.222,6.259,5.809,6.24,10.371,4.606,3.623,0.8530000000000001,5.631,0.495,0.384
4409,104.5,121.1,144.4,33.645,0.244,0.163,0.048,3.229,1.174,2.499,0.393,10.049,6.944,7.244,2.982,9.79,9.961,5.507,5.741,6.827,10.899,4.448,3.838,0.887,5.902,0.579,0.366
4410,104.8,121.4,144.9,33.620999999999995,0.222,0.147,0.044,3.135,1.123,2.429,0.381,10,6.868,7.15,2.963,9.856,9.992,5.572,5.772,6.918,10.976,4.458,3.889,0.902,5.976000000000001,0.587,0.376
4411,105.1,121.1,144.4,31.423000000000002,0.103,0.078,0.017,3.504,1.1889999999999998,2.179,0.381,10.614,7.311999999999999,6.288,2.924,10.058,10.373999999999999,5.007,5.626,7.034,11.164000000000001,4.298,3.854,0.876,5.954,0.513,0.336
4412,104.7,121.1,145.2,31.135999999999996,0.05,0.037000000000000005,0.011,3.518,1.165,2.085,0.38,10.634,7.293,6.012,2.914,10.084,10.402999999999999,4.874,5.701,7.162,11.237,4.281,3.99,0.909,6.083,0.52,0.368
4413,105.5,122,145.3,31.881,0.104,0.07,0.02,3.524,1.2369999999999999,2.171,0.405,10.423,7.175,6.193,2.957,9.947,10.225,4.959,5.921,7.075,11.091000000000001,4.284,4.07,0.914,6.089999999999999,0.517,0.384
4414,105.2,120.8,143.3,32.007000000000005,0.067,0.047,0.015,3.235,0.991,2.106,0.382,10.574,7.263,6.208,2.979,9.985,10.309999999999999,4.96,6.211,7.113,11.192,4.256,4.019,0.886,6.047999999999999,0.51,0.361
4415,105,121.5,144.8,32.22,0.14500000000000002,0.097,0.03,3.325,1.1529999999999998,2.278,0.399,10.306,7.559,6.149,2.99,9.875,10,5.177,6.003,6.973,11.012,4.329,3.992,0.894,6.002000000000001,0.509,0.364
4416,95.1,115.4,141.8,51.397999999999996,1.607,1.045,0.314,3.268,3.075,5.553,0.564,5.346,4.5520000000000005,15.36,3.471,6.858,6.545999999999999,10.92,6.183,3.723,6.933,5.673,2.336,0.731,3.94,0.562,0.46199999999999997
4417,94.9,115,143.7,52.527,1.612,1.046,0.319,3.248,3.103,5.625,0.567,5.212,4.4750000000000005,15.584,3.488,6.788,6.473999999999999,11.049,6.209,3.644,6.828,5.737,2.884,0.729,3.7520000000000002,0.5740000000000001,0.491
4418,95.2,115.4,141.9,52.06400000000001,1.506,0.965,0.305,3.229,3.016,5.504,0.562,5.359,4.5569999999999995,15.342,3.481,6.891,6.603999999999999,10.94,6.22,3.751,6.972,5.737,2.932,0.738,3.79,0.5670000000000001,0.474
4419,95.5,115.8,144.5,51.16,1.5310000000000001,1.037,5.776,3.248,2.9779999999999998,15.2,3.469,5.423,4.596,10.854,6.194,6.91,7.033,5.679,2.946,3.785,6.766,0.513,0.375,0.742,3.6809999999999996,0.056,0.098
4420,95.3,115.6,143.2,51.247,1.523,0.981,0.302,3.247,2.96,5.429,0.557,5.465,4.666,15.112,3.463,6.944,6.704,10.618,6.196,3.816,6.857,5.696,2.954,0.751,3.867,0.46299999999999997,0.457
4421,95.7,114.8,140.6,51.76,1.538,0.996,0.299,3.273,2.981,5.361,0.555,5.6,5.843,13.611,3.441,6.999,4.358,12.747,6.154,3.888,6.9,5.695,2.977,0.756,3.8889999999999993,0.458,0.462
4422,95.4,115.3,141.5,50.899,1.5430000000000001,1.003,0.294,3.294,2.955,5.274,0.555,5.743,5.9239999999999995,13.34,3.428,7.047,4.938999999999999,12.254,6.117,3.964,7.2700000000000005,5.573,3.016,0.756,3.837,0.5800000000000001,0.46799999999999997
4423,96.1,115.5,142,49.39999999999999,1.509,0.978,0.285,3.303,2.899,5.141,0.555,5.915,6.028,12.995,3.414,7.106,5.927,11.245,6.072,4.066,7.385,5.552,3.081,0.775,3.963,0.5920000000000001,0.46799999999999997
4424,96,115.7,142.4,48.769,1.513,0.981,0.279,3.33,2.876,5.033,0.556,6.069,6.138,12.689,3.411,7.148,5.99,11.079,6.026,4.139,7.51,5.5,3.104,0.787,4.003,0.6070000000000001,0.485
4425,91.7,116,143.1,48.596,1.539,0.991,0.276,3.379,2.882,4.915,0.563,6.222,6.297000000000001,12.354,3.412,7.144,5.492,11.407,5.945,4.185,7.619,5.424,3.133,0.809,4.0760000000000005,0.638,0.529
4426,96.3,115.8,143.3,47.501999999999995,1.605,1.02,0.272,3.466,2.916,4.744,0.577,6.449,6.558000000000001,11.88,3.426,7.128,5.5649999999999995,11.115,5.813,4.249,7.797000000000001,5.318,3.164,0.842,4.124,0.653,0.54
4427,94.5,114.9,142.7,48.459,1.754,1.139,0.313,3.433,3.1109999999999998,5.288,0.578,5.797,5.0423,14.434,3.45,6.891,7.311,8.669,6.007,3.902,8.204,5.469,3.085,0.775,3.767,0.646,0.52
4428,94,116,146.6,49.769000000000005,1.778,1.164,0.33,3.388,3.187,5.574,0.574,5.445,4.763,15.15,3.458,6.802,6.961,8.906,6.126,3.734,7.737,5.548,2.989,0.751,3.9819999999999993,0.628,0.486
4429,93.9,114.2,141.5,51.236,1.8030000000000002,1.186,0.34,3.365,3.241,5.721,0.575,5.235,4.6080000000000005,15.53,3.469,6.729,6.899,9.767,6.192,3.63,7.3389999999999995,5.612,2.936,0.7230000000000001,3.5869999999999993,0.614,0.48
4430,94.2,114.7,141.4,46.202000000000005,1.725,1.099,0.285,3.532,3.003,4.804,0.591,6.392,5.555,13.22,3.443,7.014,7.6659999999999995,8.297,5.765,4.165,7.975,5.241,3.237,0.847,4.345000000000001,0.7000000000000001,0.6190000000000001
4431,94.6,115,142.1,50.198,1.752,1.146,0.329,3.362,3.173,5.589,0.572,5.391,4.711,15.22,3.46,6.802,7.01,9.157,6.162,3.725,7.6,5.577,2.989,0.749,3.996,0.631,0.512
4432,94.1,114.7,140.7,50.318999999999996,1.625,1.0479999999999998,0.319,3.322,3.105,5.564,0.564,5.414,4.694999999999999,15.257,3.464,6.869,7.053,9.212,6.213,3.764,7.977,5.611,3.01,0.735,3.6659999999999995,0.623,0.482
4433,94.1,115.2,143.3,50.553,1.6980000000000002,1.1059999999999999,0.327,3.343,3.161,5.631,0.569,5.332,4.646,15.362,3.467,6.816,6.978,9.261,6.216,3.715,7.878,5.639,2.985,0.729,3.6319999999999997,0.618,0.478
4434,94.3,115.1,142.5,50.638,1.718,1.1209999999999998,0.33,3.35,3.178,5.655,0.569,5.302,4.627000000000001,15.407,3.461,6.8,6.944,9.291,6.216,3.698,7.8549999999999995,5.645,2.975,0.728,3.623,0.617,0.472
4435,92.8,113.3,139.6,51.29500000000001,1.7850000000000001,1.1749999999999998,0.336,3.385,3.222,5.687,0.571,5.317,4.646,15.396,3.451,6.781,6.325,10.034,6.181,3.685,7.166,5.59,2.959,0.721,3.9379999999999997,0.615,0.475
4436,94,113.9,139.9,50.712999999999994,1.742,1.1449999999999998,0.329,3.37,3.171,5.602,0.568,5.399,4.684,15.198,3.444,6.834,6.483,9.673,6.178,3.748,7.899,5.602,3.002,0.729,3.6610000000000005,0.625,0.492
4437,93.3,113.6,134.3,49.855999999999995,1.699,1.1179999999999999,0.318,3.384,3.099,5.457,0.562,5.623,4.816,14.799,3.421,6.954,6.665,9.449,6.145,3.886,8.057,5.549,3.064,0.736,3.6999999999999997,0.622,0.47
4438,94.7,115.4,142.2,49.373,1.63,1.0679999999999998,0.307,3.368,3.026,5.343,0.557,5.759,4.888999999999999,14.539,3.41,7.034,6.7749999999999995,9.32,6.131,3.976,8.172,5.526,3.117,0.749,3.768,0.634,0.489
4439,105.8,122.1,146.2,31.671,0.051,0.034,0.013,3.466,1.152,2.081,0.409,10.523,7.214,6.001,2.979,10.004,10.18,4.858,6.045,7.136,11.153,4.259,4.139,0.915,6.132000000000001,0.51,0.377
4440,105.6,122.3,145.8,31.417,0.032,0.022000000000000002,0.009,3.459,1.133,2.028,0.399,10.556,7.218999999999999,5.876,2.979,10.048,10.237,4.796,6.013,7.193,11.215,4.257,4.166,0.923,6.1370000000000005,0.515,0.379
4441,106,122.2,145.6,31.162000000000006,0.024,0.016,0.008,3.483,1.1369999999999998,2.023,0.385,10.602,7.246,5.851,2.943,10.083,10.264999999999999,4.782,5.891,7.226,11.251,4.258,4.131,0.928,6.162000000000001,0.516,0.374
4442,105.9,122.3,145,31.372999999999998,0.022,0.013999999999999999,0.007,3.507,1.142,2.037,0.396,10.582,7.2540000000000004,5.862,2.971,10.027,10.238,4.783,6.005,7.165,11.206000000000001,4.244,4.17,0.928,6.129,0.514,0.384
4443,106.1,122.3,146.5,39.71,0.387,0.265,0.065,3.238,1.4569999999999999,2.555,0.761,8.883,6.313999999999999,7.173,3.604,8.706,8.84,5.343,9.92,5.982,9.747,4.121,5.029,0.858,5.376,0.539,0.6000000000000001
4444,104.5,122.1,146.4,35.095,0.45699999999999996,0.503,0.011,3.317,1.382,1.879,0.754,9.822,7.220000000000001,5.325,4.274,9.162,9.663,4.339,8.09,6.461,10.288,3.827,5.376,0.851,5.566,0.474,0.7460000000000001
4445,105.8,117.6,145.9,32.543,0.16699999999999998,0.16899999999999998,0.007,3.425,1.214,1.977,0.536,10.335,7.305,5.668,3.479,9.743,10.224,4.608,6.676,6.887,10.975,4.077,4.503,0.891,5.8740000000000006,0.501,0.511
4446,103.3,120.5,144.1,36.528,0.375,0.252,0.066,3.423,1.516,2.655,0.524,9.408,6.646,7.453,3.269,9.193,9.324,5.522,7.297,6.344,10.306,4.329,4.386,0.873,5.6160000000000005,0.548,0.47900000000000004
4447,103.6,121.3,145.6,36.052,0.426,0.31700000000000006,0.064,3.411,1.541,2.642,0.514,9.462,6.773,7.452,3.387,9.238,9.426,5.654,6.682,6.349,10.291,4.344,4.258,0.879,5.595,0.554,0.501
4448,103.4,120.6,144.1,35.313,0.372,0.262,0.061,3.304,1.454,2.641,0.467,9.579,6.875,7.616,3.23,9.341,9.568,5.79,6.1,6.403,10.540000000000001,4.464,3.926,0.9620000000000001,5.728,0.542,0.47600000000000003
4449,103.4,120.2,143.7,35.577999999999996,0.357,0.241,0.065,3.234,1.44,2.715,0.444,9.496,6.827,7.93,3.176,9.311,9.514000000000001,5.922,5.953,6.343,10.593,4.538,3.808,0.993,5.761000000000001,0.557,0.47000000000000003
4450,103.4,120.3,143.7,36.072,0.33799999999999997,0.217,0.069,3.156,1.41,2.799,0.426,9.397,6.792,8.291,3.144,9.257,9.442,6.134,5.862,6.26,10.575000000000001,4.614,3.704,1.0199999999999998,5.751,0.561,0.468
4451,106.1,121.9,145.4,33.818,0.020999999999999998,0.015,0.007,2.934,0.944,2.21,0.375,9.945,7.017,7.17,3.143,9.818,10.19,5.677,5.828,6.726,11.376,4.68,3.729,0.905,6.023000000000001,0.61,0.389
4452,106.3,121.9,144.7,33.218,0.024,0.015,0.008,3.029,0.975,2.182,0.369,10.083,7.069,6.961,3.089,9.883,10.241999999999999,5.459,5.781,6.811,11.436,4.609,3.771,0.92,6.034,0.6,0.389
4453,104.6,120.8,143.6,31.909999999999997,0.008,0.005,0.005,3.315,1.054,2.111,0.38,10.412,7.218999999999999,6.376,3.001,10.001,10.381,5.101,5.704,7.086,11.373,4.432,3.897,0.916,6.1049999999999995,0.532,0.371
4454,101.9,118,143.4,41.459,0.8200000000000001,0.485,0.098,2.716,1.347,3.059,0.47,8.557,6.582999999999999,12.301,3.69,7.987,8.751,7.118,4.158,5.066,9.998,6.413,3.139,0.7130000000000001,5.2269999999999985,0.556,0.457
4455,103.6,119.5,143.7,39.034,0.498,0.29400000000000004,0.062,2.726,1.169,2.811,0.435,8.963,6.691,10.588,3.511,8.629,9.216,6.667,5.646,5.632,10.568999999999999,4.991,3.342,0.775,5.563,0.573,0.40800000000000003
4456,106.7,123.1,146.2,35.956,0.063,0.056,0.008,3.243,1.072,1.893,0.717,9.841,6.804,5.456,3.458,9.326,9.657,4.482,9.665,6.648,10.427999999999999,3.963,5.239,0.896,5.803999999999999,0.497,0.5780000000000001
4457,105.4,121.5,144.5,36.379999999999995,0.157,0.104,0.021,2.996,1.061,2.242,0.559,9.573,6.785,7.317,3.399,9.25,9.633,5.371,7.625,6.381,10.793999999999999,4.453,4.338,0.864,5.768000000000001,0.587,0.468
4458,105.3,121.3,145.2,35.946,0.165,0.1,0.026,2.847,1.036,2.472,0.408,9.504,6.81,8.399,3.273,9.368,9.737,6.016,5.915,6.331,11.164,4.816,3.635,0.853,5.867,0.61,0.376
4459,105.3,121,143.8,33.964,0.05499999999999999,0.035,0.012,3.065,1.041,2.309,0.393,9.884,6.986,7.372,3.129,9.66,10.026,5.573,5.774,6.671,11.428,4.699,3.728,0.886,6.027,0.614,0.361
4460,105.9,121.7,144.6,34.132,0.013000000000000001,0.008,0.006,2.951,0.932,2.369,0.369,9.949,7.138,7.45,3.139,9.709,10.126,5.677,5.783,6.59,11.408,4.715,3.659,0.874,5.951,0.603,0.362
4461,106.2,121.2,145.6,33.949999999999996,0.012,0.008,0.006,2.97,0.941,2.35,0.371,9.984,7.138,7.37,3.132,9.733,10.133,5.629,5.781,6.622,11.389000000000001,4.675,3.676,0.886,5.964,0.602,0.358
4462,103.7,119.9,144.5,36.858,0.388,0.232,0.05,3.037,1.215,2.68,0.416,9.459,6.938,9.372,3.329,8.988,9.498,6.173,5.594,5.994,10.622,4.726,3.509,0.8360000000000001,5.649000000000001,0.598,0.41100000000000003
4463,103.7,119.2,143.3,37.686,0.489,0.29300000000000004,0.064,3.052,1.303,2.801,0.437,9.277,6.855,9.944,3.382,8.783,9.302,6.26,5.563,5.813,10.495000000000001,4.778,3.452,0.8210000000000001,5.543,0.592,0.41300000000000003
4464,102.7,118.6,143.5,38.270999999999994,0.56,0.337,0.071,3.053,1.341,2.834,0.444,9.195,6.831,10.336,3.427,8.631,9.058000000000002,6.43,5.512,5.697,10.272,4.81,3.429,0.8130000000000001,5.558,0.554,0.42400000000000004
4465,102.5,119.7,144.3,39.403999999999996,0.518,0.325,0.114,3.113,1.494,3.41,0.435,8.579,6.353,10.084,3.251,8.887,8.81,7.115,5.875,5.705,10.195,4.898,3.358,0.793,5.4,0.533,0.331
4466,99.3,117.6,143.3,44.452000000000005,0.958,0.581,0.18,3.155,2.123,4.186,0.478,7.398,5.760999999999999,12.828,3.421,7.917,7.736000000000001,8.412,4.564,4.782,9.125,6.412,3.047,0.7420000000000001,4.967,0.523,0.401
4467,97.7,116.9,143.3,44.977000000000004,1.173,0.68,0.214,3.149,2.3739999999999997,4.262,0.498,6.889,5.736000000000001,12.913,3.37,7.44,7.689,8.683,5.465,4.362,9.38,5.489,2.923,0.78,4.974,0.5790000000000001,0.5810000000000001
4468,93.8,115,141.4,49.017,1.632,1.0719999999999998,0.303,3.374,3.0020000000000002,5.284,0.556,5.843,4.941,14.371,3.402,7.069,6.841,9.218,6.107,4.023,8.228,5.502,3.139,0.752,3.822,0.636,0.499
4469,95.1,115.4,141.8,48.629999999999995,1.614,1.0579999999999998,0.301,3.381,2.988,5.256,0.554,5.905,4.985,14.303,3.397,7.098,7.313,9.008,6.093,4.049,7.561,5.462,3.146,0.753,4.122,0.632,0.47800000000000004
4470,94.2,114.9,139.7,49.062999999999995,1.574,1.0259999999999998,0.297,3.354,2.96,5.232,0.558,5.891,4.968999999999999,14.303,3.405,7.114,7.403,9.014,6.121,4.062,7.651,5.838,3.159,0.757,3.8329999999999997,0.631,0.505
4471,95,115.5,141.8,48.721,1.5890000000000002,1.0379999999999998,0.298,3.367,2.968,5.239,0.551,5.907,4.98,14.296,3.398,7.116,6.814,9.064,6.108,4.067,8.028,5.47,3.157,0.755,4.164999999999999,0.638,0.502
4472,95.3,115.2,141.6,49.154,1.588,1.037,0.298,3.365,2.968,5.236,0.554,5.905,4.978,14.287,3.404,7.114,7.394,9.093,6.112,4.068,7.505,5.875,3.159,0.758,3.8269999999999995,0.631,0.505
4473,95.5,115.3,142.1,49.116,1.586,1.0359999999999998,0.297,3.365,2.965,5.231,0.555,5.912,4.979,14.276,3.404,7.121,7.4110000000000005,9.073,6.114,4.076,7.509,5.87,3.163,0.757,3.8329999999999997,0.632,0.501
4474,94.1,114.3,139.7,48.618,1.608,1.0529999999999997,0.298,3.373,2.973,5.229,0.553,5.919,4.986,14.249,3.398,7.116,7.4079999999999995,8.635,6.103,4.072,7.936,5.859,3.159,0.755,3.828,0.631,0.504
4475,95.1,115.3,142.1,48.542,1.612,1.059,0.299,3.37,2.97,5.22,0.552,5.921,4.987,14.218,3.395,7.123,7.413,8.625,6.102,4.081,7.97,5.831,3.161,0.755,3.8,0.634,0.505
4476,94.9,115.3,142.6,48.101000000000006,1.6179999999999999,1.0639999999999998,0.299,3.378,2.973,5.22,0.554,5.931,4.992,14.203,3.401,7.117,7.314,8.506,6.097,4.077,8.052,5.493,3.163,0.768,4.141,0.639,0.526
4477,95,114.6,140.9,52.792,1.538,0.968,0.322,3.21,3.076,5.766,0.546,5.175,4.5089999999999995,16.225,3.5,6.778,6.479,10.22,6.199,3.54,7.4,6.101,2.864,0.661,3.513,0.604,0.445
4478,96.1,114.8,142.1,52.303,1.486,0.933,0.313,3.197,3.012,5.664,0.541,5.309,4.583,15.966,3.487,6.858,6.582,10.095,6.191,3.628,7.514,6.08,2.91,0.674,3.5620000000000003,0.611,0.445
4479,95.2,115.5,141.6,49.662000000000006,1.566,1.0179999999999998,0.299,3.337,2.969,5.293,0.552,5.819,4.919,14.527,3.416,7.082,6.859,9.294,6.131,4.007,7.878,5.906,3.124,0.744,3.7610000000000006,0.627,0.49299999999999994
4480,93.3,113.6,142.1,53.010999999999996,1.4440000000000002,0.895,0.315,3.163,3.024,5.754,0.54,5.157,4.4799999999999995,16.31,3.505,6.802,6.513999999999999,10.29,6.225,3.536,7.412,6.13,2.868,0.664,3.5349999999999993,0.619,0.455
4481,95.3,114,139,53.631,1.443,0.888,0.32,3.146,3.053,5.86,0.539,5.022,4.394,16.659,3.524,6.745,6.41,10.496,6.249,3.443,7.304,6.164,2.773,0.644,3.469,0.604,0.443
